id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3021731,Cozy room in the City,15397951,Kay,,Toshima Ku,35.72276,139.69074,Private room,3487,2,110,2019-12-19,1.67,3,279
3085134,"""HirooHouse"",3Rm, 6 guests, 2minWalk/HIROO Stn.",10415965,Azabu,,Shibuya Ku,35.65117,139.72026,Entire home/apt,28021,3,117,2020-01-26,1.72,3,176
3097514,Nakameguro: Hideaway in Cul de Sac,15751854,Ziggie,,Meguro Ku,35.6411,139.68963,Private room,5452,35,50,2018-10-03,0.75,3,0
3126831,S203 30sec Sta.nearSUMO AKB Shinjuku2,8660693,Soichi,,Sumida Ku,35.69061,139.8049,Private room,2508,30,39,2018-09-28,0.61,9,48
3177109,"Couple's Retreat, Mid-century Modern Oasis",16110809,Colleen,,Shinjuku Ku,35.68821,139.71921,Entire home/apt,10685,30,113,2020-01-05,1.73,1,131
3235958,Experience normal Japan life 1,16241464,Kaori,,Itabashi Ku,35.78077,139.63209,Entire home/apt,5452,1,84,2019-11-05,1.30,2,186
3265059,Factory Roof-Top! +Portable Wi-Fi,6606987,K & N,,Katsushika Ku,35.73937,139.85173,Private room,5452,4,316,2020-01-25,4.62,3,52
3339222,Experience normal Japan life 2,16241464,Kaori,,Itabashi Ku,35.78116,139.63145,Entire home/apt,5124,1,48,2020-01-19,0.91,2,141
3364169,"PIC UP SRVC PROVIDED, 1 MINU TO GROCERY STORE",16973429,Hirano San,,Taito Ku,35.72338,139.80023,Entire home/apt,7955,5,124,2020-01-28,1.86,2,213
3366913,Beautiful and peaceful residence,15397951,Kay,,Shinjuku Ku,35.72147,139.69075,Private room,4470,2,98,2019-12-15,1.45,3,249
3372902,ｱｼﾞｱﾝﾐｯｸｽﾃｲｽﾄの癒される空間,17018818,Miri,,Meguro Ku,35.61668,139.66757,Entire home/apt,5779,2,132,2019-12-25,1.97,1,206
3395524,Perfect room for student,15397951,Kay,,Shinjuku Ku,35.72258,139.69075,Private room,3489,2,64,2019-11-08,1.17,3,141
3395898,Haneda 30min/La casa 1A,17133875,Shizu&Tazu&Mari,,Ota Ku,35.56545,139.6924,Entire home/apt,5013,28,54,2018-12-27,0.83,2,364
3409030,Bang For Your Buck!,17190614,Shu,,Shinjuku Ku,35.69639,139.70006,Private room,7955,5,156,2020-01-04,2.30,1,18
3427384,Tatoo ok! Onsen of 400 years of history【禅】,13018876,Masakatsu,,Edogawa Ku,35.68463,139.86076,Entire home/apt,5233,2,76,2020-01-21,1.15,2,194
3514008,Seidokan .experience the rich history of Japan!,17694529,Hisao,,Arakawa Ku,35.72592,139.78138,Entire home/apt,2506,1,229,2020-01-25,3.68,9,26
3563698,"Feel ""Belong Anywhere"" in Tokyo. 30min to Shinjuku",11583876,Ken,,Machida Shi,35.5902,139.4799,Entire home/apt,3923,5,89,2020-01-06,1.34,1,183
3572139,Modern Japanese house w/ garden,15514130,Tomo,,Toshima Ku,35.72873,139.7336,Entire home/apt,47840,3,155,2020-01-23,2.86,1,84
3585992,Haneda 30min/La casa 1B,17133875,Shizu&Tazu&Mari,,Ota Ku,35.56798,139.69322,Entire home/apt,5013,28,34,2019-01-15,0.51,2,364
3606276,*A*Home WIFI! Tranquil Retreat+LOFT near Shinjuku!,9203725,Memz And Taki,,Suginami Ku,35.67295,139.65873,Private room,6433,1,4,2019-11-27,0.12,5,329
3623844,Tatoo ok! TOKYO♨ONSEN and ROOM【寿】,13018876,Masakatsu,,Edogawa Ku,35.68401,139.85912,Entire home/apt,5233,2,62,2020-01-16,1.05,2,190
3689244,"Shibuya, near Harajuku 2BR (MDS2BR)",18776800,LiveinAsia,,Shibuya Ku,35.67226,139.67852,Entire home/apt,30965,6,12,2020-01-05,0.19,19,205
3716040,Like a Tokyo Local in Equipped 34㎡,5660134,Kengo,,Setagaya Ku,35.61869,139.66025,Entire home/apt,7959,2,31,2019-12-04,0.58,1,154
3744742,(3) 11mins Shinjuku. 17mins Shibuya. -JR Jujo Sta.,19152993,Sei,,Kita Ku,35.76036,139.71713,Entire home/apt,5452,3,201,2020-01-03,3.12,8,297
3775528,SHIBUYA12min/Fancy&Warm house,19358663,Mikako,,Setagaya Ku,35.63059,139.63202,Private room,7850,1,83,2020-01-13,1.26,1,99
3793206,PRIVATE ROOM  JUST ME ONLY  II 10F with Balcony,8142772,Min & Haru,,Shinjuku Ku,35.69759,139.70404,Private room,5994,2,206,2020-01-11,3.13,13,97
3793412,PRIVATE ROOM FAMILY OR FRIENDS 10F II,8142772,Min & Haru,,Shinjuku Ku,35.69894,139.70385,Private room,5994,2,70,2020-01-21,1.06,13,197
3814258,apartment hotel TASU TOCO,19611972,岩間,,Suginami Ku,35.7034,139.59892,Entire home/apt,8068,3,140,2020-01-01,2.17,3,176
3838856,SHINJUKU ★Designer Pencil House★ Whole House,4626879,Sam,,Shibuya Ku,35.68129,139.69075,Entire home/apt,23538,2,168,2019-07-21,2.58,14,174
3845889,COZY LOFT BEDROOM #106,19089769,Manami,,Suginami Ku,35.70646,139.65659,Entire home/apt,8504,3,93,2020-01-07,2.01,2,39
3846001,COZY LOFT BEDROOM #1,19089769,Manami,,Suginami Ku,35.70505,139.65683,Entire home/apt,8504,3,120,2020-01-13,1.84,2,23
3871442,Nishi-Ogikubo 1BR Twin Type-A (SSH1BRT-A) 2F,18776800,LiveinAsia,,Suginami Ku,35.70421,139.59677,Entire home/apt,12975,3,35,2019-12-30,0.55,19,186
3885341,"Cozy Flat #302, local area Yet 10 mins to shibuya!",1573631,"Gilles,Mayumi,Taiki",,Setagaya Ku,35.66396,139.65621,Entire home/apt,6542,29,56,2020-01-18,0.88,3,278
3886601,"""Meiji House""4Room,8Guests,WIFI,2min/HIROO Stn.",10415965,Azabu,,Shibuya Ku,35.64974,139.72214,Entire home/apt,28021,3,128,2020-01-27,1.97,3,142
3920124,"Residential area, Peaceful Traditional House 2",20307199,Hotaka,,Higashimurayama Shi,35.76539,139.44681,Entire home/apt,4906,3,128,2020-01-04,2.22,3,265
3925416,【Itokiyoshi】Ningyo-cho 1min walk,20336856,Ito,,Chuo Ku,35.68688,139.78338,Entire home/apt,29968,1,110,2018-06-10,1.69,1,324
3956263,TINY Home in the Shibuya Ward with Free Wifi,4847803,Best Stay In Tokyo!,,Shibuya Ku,35.67754,139.68062,Entire home/apt,10571,3,79,2020-01-03,1.23,11,303
3972299,Shinjuku/ Yoyogi few minutes to the St. Free WiFi,151977,Miyuki,,Shibuya Ku,35.6842,139.69831,Entire home/apt,10788,28,55,2018-02-19,0.85,3,364
4026948,Near Shinagawa Shibuya Haneda,20878710,Daisuke,,Shinagawa Ku,35.6005,139.73452,Private room,3925,3,127,2019-12-31,1.97,1,156
4047596,｢LICENSED｣Enjoy Central Tokyo Yamanote Life,6504053,Bryan,,Shinagawa Ku,35.62707,139.72327,Entire home/apt,24955,1,186,2019-12-26,2.86,3,150
4050925,Airport pick-up service&Asakusa traditional house,21004633,Yoshi,,Taito Ku,35.71648,139.79926,Entire home/apt,39994,1,462,2020-01-15,7.13,4,307
4141228,#211 Private Cozy Apt. in Tokyo,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73483,139.63168,Entire home/apt,5449,3,70,2020-01-02,1.21,10,114
4158067,Modernish in old House Shimokitazawa #201,21578101,Miki,,Setagaya Ku,35.6623,139.67284,Private room,5997,2,123,2019-11-03,1.93,4,4
4222643,Decoboco hanare,21769906,Decoboco,,Koto Ku,35.68154,139.81747,Entire home/apt,7959,1,309,2020-01-14,4.78,3,14
4255574,S203 30sec Sta.nearSUMO AKB Shinjuku2032,8660693,Soichi,,Koto Ku,35.6903,139.81397,Private room,3162,30,78,2019-08-09,1.21,9,280
4312716,【中文･한글OK!】Tokyo/3min Ebisu/Near Shibuya★wifi,14351590,Manami&Mana,,Shibuya Ku,35.64588,139.7126,Entire home/apt,8718,30,181,2019-08-08,3.12,1,124
4360718,(2) 5ppl 11mins Shinjuku 17 Shibuya. -JR Jujo Sta,19152993,Sei,,Kita Ku,35.75984,139.71753,Entire home/apt,4252,3,178,2019-11-03,2.83,8,286
4388283,Sunny room in residential area in 国分寺 1st Floor,10969488,Como,,Kokubunji Shi,35.70915,139.48057,Private room,3489,2,49,2020-01-06,0.79,3,61
4391546,2 BR walking distance to AZABU / ROPPONGI area!,22797910,Yuko,,Minato Ku,35.64879,139.73698,Entire home/apt,9481,30,50,2019-11-08,0.78,2,133
4396219,Nishi-Ogikubo 1BR Twin Type-B (SSH1BRT-B) 2F,18776800,LiveinAsia,,Suginami Ku,35.7046,139.59682,Entire home/apt,13520,3,26,2019-11-30,0.41,19,191
4396221,Nishi-Ogikubo 1BR Roomy (SSH1BRR) 5F,18776800,LiveinAsia,,Suginami Ku,35.70341,139.5968,Entire home/apt,17009,3,21,2019-09-30,0.36,19,180
4471640,"To Shinjuku,Shibuya,Ghibli,and Mt.Takao,Okutama(1)",22643572,Sachiko&Kurara,,Higashimurayama Shi,35.75653,139.47912,Private room,3707,4,12,2019-11-08,0.19,3,272
4471946,Chic 2BR Zen House (5 min to Ueno/10 to Akihabara),23202702,Teruko,,Kita Ku,35.74576,139.75238,Entire home/apt,14937,7,93,2020-01-07,1.55,2,152
4477690,Tokyo Central Entire Japanese House,2610437,Pari,,Shinjuku Ku,35.70254,139.72399,Entire home/apt,6651,30,25,2018-04-04,0.42,1,0
4478533,FF178 SKY TREE 2min/ASAKUSA 5min/UENO 10min 2Beds,13246788,Norito,,Sumida Ku,35.7239,139.82502,Entire home/apt,50019,1,48,2019-12-25,1.88,1,142
4495014,(6) 11mins Shinjuku. 17mins Shibuya. -JR Jujo Sta.,19152993,Sei,,Itabashi Ku,35.76009,139.71457,Entire home/apt,3925,3,197,2020-01-14,3.19,8,282
4540924,"3persons Hino room #2, Shinjuku28min Shibuya38min",23416902,Naga,,Hino Shi,35.68484,139.39386,Entire home/apt,3489,5,34,2019-08-05,0.55,2,355
4585434,"Ikebukuro Sakura - Fully Licensed, 5th Year!",23766491,Brett And Yurie,,Toshima Ku,35.73853,139.71835,Entire home/apt,8500,4,255,2020-01-03,4.06,3,0
4606903,Reversible Destiny Lofts/for2people,23871736,Matsuda,,Mitaka Shi,35.68145,139.53738,Private room,19953,3,23,2020-01-02,0.52,2,146
4616579,Furnished Private Apt.213,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73379,139.63183,Entire home/apt,5449,3,71,2020-01-03,1.18,10,96
4639078,"Ikebukuro Asahi - Fully Licensed, 5th Year!",23766491,Brett And Yurie,,Toshima Ku,35.73885,139.71856,Entire home/apt,8500,4,219,2020-01-02,3.47,3,0
4648953,"Ikebukuro Nisshō - Fully Licensed , 5th Year!",23766491,Brett And Yurie,,Toshima Ku,35.73716,139.71987,Entire home/apt,8500,4,228,2019-12-03,3.63,3,0
4673248,Reversible Destiny Lofts/for4people,23871736,Matsuda,,Mitaka Shi,35.68152,139.53841,Entire home/apt,22013,3,35,2020-01-03,0.59,2,119
4690684,"To Shinjuku,Shibuya,Ghibli,and Mt.Takao,Okutama(2)",22643572,Sachiko&Kurara,,Higashimurayama Shi,35.75768,139.48068,Shared room,4034,4,3,2018-08-23,0.05,3,229
4691157,"To Shinjuku,Shibuya,Ghibli,and Mt.Takao,Okutama(3)",22643572,Sachiko&Kurara,,Higashimurayama Shi,35.7566,139.48128,Private room,3489,4,17,2020-01-04,0.91,3,193
4709339,Room in Central Tokyo!!!!,24339628,Taichiro,,Shinagawa Ku,35.59725,139.72744,Private room,7959,1,49,2020-01-08,0.79,4,195
4713042,comfortable  stay (Blue  Sky ) + pocket wifi:),24230913,Yuni,,Arakawa Ku,35.72825,139.77863,Entire home/apt,9486,3,290,2020-01-19,4.68,8,134
4714750,Sweet home (5 to 6person :) *☻*+ pocket wifi,24230913,Yuni,,Arakawa Ku,35.72738,139.77714,Entire home/apt,9481,3,61,2020-01-06,1.03,8,139
4750169,4persons! Shinjuku30min Tokyo45min!,23416902,Naga,,Hino Shi,35.68441,139.39461,Entire home/apt,3489,5,44,2020-01-17,0.75,2,356
4778071,"Bay studio★Direct Haneda, Odaiba & Big Sight★",24641206,Anri,,Minato Ku,35.65595,139.76152,Entire home/apt,10031,3,191,2020-01-13,3.07,1,147
4813245,*NEW*TOKYO HOUSE group&family up to 7 persons WIFI,9782688,Kevin,,Toshima Ku,35.73028,139.68568,Entire home/apt,17436,2,141,2020-01-24,2.35,5,295
4817291,56㎡ Let's go to Asakusa & Akihabara,23595333,Keiko,,Taito Ku,35.72779,139.78991,Entire home/apt,10031,2,260,2020-01-14,4.33,2,137
4825779,Japanese Modern Apt / 2 Stops to Shinjuku (#1),24812892,Mao,,Shibuya Ku,35.67719,139.67917,Entire home/apt,50019,1,212,2019-11-22,3.43,2,108
4827373,calm room-A Shinjuku.3min train,24026566,Kazu,,Nakano Ku,35.69138,139.67812,Private room,7519,1,194,2020-01-05,3.16,3,273
4842239,"Access into center  Tokyo,for economize travelers",24087904,Rinrin,,Bunkyo Ku,35.72848,139.76328,Entire home/apt,5449,1,179,2020-01-04,2.89,6,117
4849854,Cozy resort villa TAKAOSAN 高尾山,22134668,Yuki,,Hachioji Shi,35.63714,139.28565,Entire home/apt,11993,2,120,2020-01-04,1.93,2,310
4856225,Log-Cabin feel apartment in Tokyo!,23678809,Jason,,Itabashi Ku,35.74281,139.68821,Entire home/apt,12975,1,30,2020-01-04,0.49,1,347
4881595,Roppongi area(2~3bed) Narita 85 min.Haneda 30 min,32575084,Shie,,Minato Ku,35.64833,139.73664,Private room,5776,30,7,2019-05-06,0.14,4,365
4888140,(1) 5ppl 2bank beds 11mins Shinjuku. -JR Jujo Sta.,19152993,Sei,,Kita Ku,35.76157,139.71708,Entire home/apt,4470,3,184,2020-01-09,3.06,8,234
4909611,J's APT 2 Bed Rooms + Free Portable Wi-Fi,7740848,K Family,,Katsushika Ku,35.73796,139.85163,Entire home/apt,12975,5,276,2020-01-12,4.50,8,27
4917347,Cedar APT  +  Free Pocket Wi-Fi,7740848,K Family,,Katsushika Ku,35.73601,139.85142,Entire home/apt,11993,4,263,2020-01-18,4.31,8,15
4925503,SHIBUYA SHINJUKU  Hatagaya Station 5 minutes#103,25370510,Mitsuko,,Shibuya Ku,35.68078,139.67729,Entire home/apt,6538,2,152,2020-01-12,3.30,6,144
4925745,New House 100㎡ near metro happy!!!!,23595333,Keiko,,Taito Ku,35.72907,139.79184,Entire home/apt,16027,2,244,2020-01-28,4.36,2,266
4926317,#102 SHIBUYA SHINJUKU 幡ヶ谷駅徒歩5分 観光ｼｮｯﾋﾟﾝｸﾞに便利!,25370510,Mitsuko,,Shibuya Ku,35.68127,139.67698,Entire home/apt,4468,2,262,2020-01-05,4.29,6,231
4926426,SHIBUYA SHINJUKU 5 minutes walk from  Station,25370510,Mitsuko,,Shibuya Ku,35.67969,139.67656,Entire home/apt,5994,2,224,2019-12-26,3.88,6,282
4951604,Traditional Zen Penthouse in Harajuku,25523994,Miwako,,Shibuya Ku,35.66978,139.71101,Entire home/apt,26154,3,104,2020-01-21,1.77,1,319
4958750,Convenient charming house,20993205,Seiichi & Keiko,,Edogawa Ku,35.73821,139.88578,Private room,5013,3,98,2020-01-24,1.67,1,81
5002606,Roppongi area.Narita 85 .Haneda 30 min,32575084,Shie,,Minato Ku,35.64648,139.73686,Private room,4795,30,5,2018-08-26,0.09,4,365
5034900,One Room Apartment with own bathroom (A4-D),25865449,Seungkwan,,Shinjuku Ku,35.7007,139.70581,Entire home/apt,11987,3,38,2019-04-19,0.63,14,241
5050608,Newly Built condo ! FREE breakfast & cafe,1258947,Koichi (Ken),,Taito Ku,35.71714,139.79051,Entire home/apt,8173,3,49,2019-11-30,0.85,3,66
5063885,日本伝統建築 pure japanese home in Tokyo,26144465,Zozo,,Koto Ku,35.6991,139.8321,Private room,12429,1,4,2015-05-25,0.07,1,0
5070495,Private Cozy Apt. 111 in Tokyo,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73468,139.63121,Entire home/apt,5449,3,71,2019-11-25,1.18,10,114
5075815,CraftFlat Ebisu: 8F 1 br Penthouse,25729330,Kiki,,Shibuya Ku,35.6502,139.70746,Entire home/apt,15038,30,71,2019-08-30,1.21,1,209
5080877,Decoboco( Artist's Studio  the second floor),21769906,Decoboco,,Koto Ku,35.68066,139.81899,Entire home/apt,10031,1,227,2020-01-18,3.75,3,48
5092486,Newly Built condo ! FREE breakfast & cafe,1258947,Koichi (Ken),,Taito Ku,35.71743,139.79081,Private room,10353,8,35,2018-11-18,0.61,3,84
5111244,Good access to Shinjuku & Nakano,26407522,Yoko,,Nakano Ku,35.72112,139.66641,Private room,3271,3,149,2020-01-23,2.60,5,15
5128066,家族でのご利用にお得なおしゃれな一軒家､まるまるﾌﾟﾗﾝ｡,26509472,里枝,,Hino Shi,35.66475,139.42034,Private room,19953,1,3,2019-08-22,0.20,2,179
5128293,Shinjuku ShareHouse Dormitory3  with Balcony,8142772,Min & Haru,,Shinjuku Ku,35.6999,139.70179,Shared room,4032,2,133,2019-12-02,2.19,13,257
5154958,Monthly Lease apartment Near Shibuya 5FLQuiet WiFi,26658406,Hitoshi,,Setagaya Ku,35.64679,139.68044,Entire home/apt,12975,30,65,2020-01-02,1.50,5,335
5188591,calm room-B Shinjuku.3min train,24026566,Kazu,,Nakano Ku,35.69087,139.67796,Private room,3923,1,195,2020-01-04,3.26,3,264
5198467,Wonderful Japanese style YANAKA (*´ω`),25911199,Aya,,Bunkyo Ku,35.72177,139.76196,Entire home/apt,26045,3,33,2020-01-02,0.55,2,158
5210118,Designer's Flat - Shibuya YOYOGI park 10mins #1,24477517,Naoko,,Shibuya Ku,35.66369,139.68674,Entire home/apt,34890,2,207,2020-01-05,3.53,2,304
